Fecha, Voltaje, Corriente, Potencia, Energía, Frecuencia, Factor de Potencia 
2023/6/21 (Miércoles) 11:10:0, 123.60, 31.32, 3633.90, 57.06, 60.00, 0.94
2023/6/21 (Miércoles) 11:15:0, 122.30, 34.01, 3924.90, 57.38, 60.00, 0.94
2023/6/21 (Miércoles) 11:20:0, 123.60, 26.71, 3019.80, 57.69, 59.90, 0.91
2023/6/21 (Miércoles) 11:25:0, 122.80, 37.01, 3853.80, 57.96, 60.00, 0.85
2023/6/21 (Miércoles) 11:30:0, 127.50, 28.39, 3307.60, 58.24, 60.00, 0.91
2023/6/21 (Miércoles) 11:35:0, 125.20, 33.25, 3925.80, 58.53, 60.00, 0.94
2023/6/21 (Miércoles) 11:40:0, 126.30, 29.20, 3418.20, 58.84, 59.80, 0.93
2023/6/21 (Miércoles) 11:45:0, 125.10, 31.56, 3611.80, 59.11, 59.90, 0.91
2023/6/21 (Miércoles) 11:50:0, 126.00, 26.13, 2979.80, 59.37, 60.00, 0.91
2023/6/21 (Miércoles) 12:0:0, 126.80, 26.65, 3037.40, 59.90, 60.00, 0.90
2023/6/21 (Miércoles) 12:5:0, 126.60, 25.96, 2951.00, 60.17, 60.00, 0.90
2023/6/21 (Miércoles) 12:10:0, 126.20, 30.16, 3413.80, 60.43, 60.00, 0.90
2023/6/21 (Miércoles) 12:15:0, 126.40, 25.78, 2925.30, 60.71, 60.00, 0.90
2023/6/21 (Miércoles) 12:20:0, 125.40, 28.02, 3211.10, 60.97, 59.90, 0.91
2023/6/21 (Miércoles) 12:25:0, 126.20, 25.91, 2932.70, 61.23, 59.90, 0.90
2023/6/21 (Miércoles) 12:30:0, 125.60, 28.44, 3265.20, 61.51, 60.00, 0.91
2023/6/21 (Miércoles) 12:35:0, 124.90, 30.85, 3575.70, 61.79, 60.00, 0.93
2023/6/21 (Miércoles) 12:40:0, 124.50, 33.25, 3884.20, 62.09, 59.90, 0.94
2023/6/21 (Miércoles) 12:45:0, 125.70, 28.84, 3324.00, 62.39, 60.00, 0.92
2023/6/21 (Miércoles) 12:50:0, 124.70, 30.45, 3528.10, 62.70, 60.00, 0.93
2023/6/21 (Miércoles) 12:55:0, 124.50, 32.58, 3797.50, 62.99, 60.00, 0.94
2023/6/21 (Miércoles) 13:0:0, 125.60, 27.08, 3068.50, 63.26, 59.90, 0.90
2023/6/21 (Miércoles) 13:5:0, 124.90, 27.22, 3061.70, 63.53, 59.90, 0.90
2023/6/21 (Miércoles) 13:10:0, 124.90, 28.92, 3313.70, 63.79, 59.90, 0.92
2023/6/21 (Miércoles) 13:15:0, 125.10, 27.44, 3093.40, 64.07, 59.90, 0.90
2023/6/21 (Miércoles) 13:20:0, 125.00, 26.62, 3003.30, 64.37, 60.00, 0.90
2023/6/21 (Miércoles) 13:30:0, 126.10, 26.51, 3013.60, 64.91, 60.00, 0.90
2023/6/21 (Miércoles) 13:35:0, 125.10, 31.79, 3715.10, 65.18, 60.00, 0.93
2023/6/21 (Miércoles) 13:40:0, 125.80, 26.82, 3050.20, 65.44, 60.00, 0.90
2023/6/21 (Miércoles) 13:45:0, 125.00, 30.60, 3546.20, 65.73, 59.90, 0.93
2023/6/21 (Miércoles) 13:50:0, 124.50, 30.56, 3487.00, 66.00, 59.90, 0.92
2023/6/21 (Miércoles) 13:55:0, 125.10, 28.68, 3239.10, 66.28, 60.00, 0.90
2023/6/21 (Miércoles) 14:0:0, 124.90, 32.73, 3789.40, 66.57, 59.90, 0.93
2023/6/21 (Miércoles) 14:5:0, 125.40, 28.75, 3244.00, 66.86, 59.90, 0.90
2023/6/21 (Miércoles) 14:10:0, 124.40, 31.06, 3511.70, 67.14, 60.00, 0.91
2023/6/21 (Miércoles) 14:15:0, 126.00, 27.39, 3129.80, 67.43, 60.00, 0.91
2023/6/21 (Miércoles) 14:20:0, 125.90, 27.60, 3154.00, 67.71, 59.90, 0.91
2023/6/21 (Miércoles) 14:25:0, 124.90, 32.53, 3792.10, 67.99, 59.90, 0.93
2023/6/21 (Miércoles) 14:30:0, 124.70, 38.67, 4502.00, 68.33, 59.90, 0.93
2023/6/21 (Miércoles) 14:35:0, 126.00, 29.59, 3407.70, 68.65, 60.00, 0.91
2023/6/21 (Miércoles) 14:40:0, 126.20, 27.28, 3119.50, 68.95, 60.00, 0.91
2023/6/21 (Miércoles) 14:45:0, 126.00, 32.44, 3680.40, 69.23, 60.00, 0.90
2023/6/21 (Miércoles) 14:55:0, 126.40, 26.29, 3003.30, 69.79, 59.90, 0.90
2023/6/21 (Miércoles) 15:0:0, 125.20, 33.19, 3808.50, 70.06, 59.90, 0.92
2023/6/21 (Miércoles) 15:5:0, 127.70, 24.11, 2793.20, 70.37, 59.90, 0.91
2023/6/21 (Miércoles) 15:10:0, 125.70, 31.91, 3689.20, 70.66, 60.00, 0.92
2023/6/21 (Miércoles) 15:15:0, 125.90, 28.97, 3304.60, 70.93, 60.00, 0.91
2023/6/21 (Miércoles) 15:20:0, 126.60, 26.78, 3170.20, 71.22, 60.00, 0.94
2023/6/21 (Miércoles) 15:25:0, 126.80, 26.63, 3130.20, 71.47, 59.90, 0.93
2023/6/21 (Miércoles) 15:30:0, 125.80, 30.06, 3557.60, 71.72, 59.90, 0.94
2023/6/21 (Miércoles) 15:35:0, 123.70, 31.75, 3754.50, 72.03, 60.00, 0.96
2023/6/21 (Miércoles) 15:40:0, 124.10, 27.14, 3134.80, 72.27, 59.90, 0.93
2023/6/21 (Miércoles) 15:45:0, 124.70, 25.68, 2915.40, 72.52, 60.00, 0.91
2023/6/21 (Miércoles) 15:50:0, 124.00, 29.80, 3504.50, 72.76, 60.00, 0.95
2023/6/21 (Miércoles) 15:55:0, 124.70, 26.17, 3019.20, 73.01, 60.00, 0.93
2023/6/21 (Miércoles) 16:0:0, 124.20, 28.91, 3326.50, 73.27, 60.00, 0.93
2023/6/21 (Miércoles) 16:5:0, 123.70, 33.63, 3883.80, 73.55, 60.00, 0.93
2023/6/21 (Miércoles) 16:10:0, 123.70, 29.64, 3451.50, 73.85, 60.00, 0.94
2023/6/21 (Miércoles) 16:15:0, 123.60, 32.75, 3767.00, 74.13, 60.00, 0.93
2023/6/21 (Miércoles) 16:25:0, 124.60, 25.88, 2947.90, 74.74, 60.00, 0.91
2023/6/21 (Miércoles) 16:30:0, 124.40, 26.85, 3053.40, 75.02, 60.00, 0.91
2023/6/21 (Miércoles) 16:35:0, 124.60, 26.94, 3068.20, 75.28, 59.90, 0.91
2023/6/21 (Miércoles) 16:40:0, 123.90, 28.80, 3284.10, 75.57, 59.90, 0.92
2023/6/21 (Miércoles) 16:45:0, 124.60, 26.43, 3009.40, 75.82, 59.90, 0.91
2023/6/21 (Miércoles) 16:55:0, 124.30, 27.48, 3121.50, 76.34, 60.00, 0.91
2023/6/21 (Miércoles) 17:0:0, 125.10, 25.63, 2912.10, 76.60, 60.00, 0.91
2023/6/21 (Miércoles) 17:5:0, 124.80, 30.61, 3468.80, 76.85, 59.90, 0.91
2023/6/21 (Miércoles) 17:10:0, 124.60, 26.47, 3010.60, 77.13, 60.00, 0.91
2023/6/21 (Miércoles) 17:15:0, 124.60, 28.14, 3158.50, 77.38, 60.00, 0.90
2023/6/21 (Miércoles) 17:20:0, 125.60, 25.68, 2932.80, 77.65, 59.90, 0.91
2023/6/21 (Miércoles) 17:30:0, 124.40, 30.41, 3423.20, 78.22, 60.00, 0.90
2023/6/21 (Miércoles) 17:35:0, 124.10, 35.67, 4139.20, 78.53, 60.00, 0.93
2023/6/21 (Miércoles) 17:40:0, 124.80, 26.04, 2971.20, 78.85, 59.90, 0.91
2023/6/21 (Miércoles) 17:45:0, 124.50, 29.31, 3381.80, 79.11, 60.00, 0.93
2023/6/21 (Miércoles) 17:50:0, 124.60, 26.69, 3038.80, 79.37, 60.00, 0.91
2023/6/21 (Miércoles) 17:55:0, 124.10, 32.44, 3772.50, 79.65, 59.90, 0.94
2023/6/21 (Miércoles) 18:0:0, 124.30, 29.63, 3358.20, 79.93, 60.00, 0.91
2023/6/21 (Miércoles) 18:5:0, 124.40, 32.22, 3755.80, 80.22, 60.00, 0.94
2023/6/21 (Miércoles) 18:10:0, 125.60, 29.32, 3444.90, 80.50, 60.00, 0.94
2023/6/21 (Miércoles) 18:15:0, 125.70, 28.73, 3358.60, 80.76, 59.90, 0.93
2023/6/21 (Miércoles) 18:20:0, 125.40, 30.07, 3495.60, 81.02, 60.00, 0.93
2023/6/21 (Miércoles) 18:30:0, 126.40, 25.76, 2965.30, 81.54, 60.00, 0.91
2023/6/21 (Miércoles) 18:35:0, 125.60, 26.00, 2975.20, 81.79, 59.90, 0.91
2023/6/21 (Miércoles) 18:40:0, 126.30, 29.61, 3377.40, 82.04, 60.00, 0.90
2023/6/21 (Miércoles) 18:45:0, 126.70, 25.81, 2971.50, 82.31, 60.00, 0.91
2023/6/21 (Miércoles) 18:50:0, 126.50, 25.28, 2911.80, 82.56, 60.00, 0.91
2023/6/21 (Miércoles) 19:0:0, 127.00, 15.54, 1745.70, 83.02, 59.90, 0.88
2023/6/21 (Miércoles) 19:5:0, 127.70, 12.48, 1392.20, 83.15, 60.00, 0.87
2023/6/21 (Miércoles) 19:10:0, 127.50, 13.81, 1556.00, 83.27, 60.00, 0.88
2023/6/21 (Miércoles) 19:15:0, 127.70, 11.99, 1354.60, 83.40, 60.00, 0.88
2023/6/21 (Miércoles) 19:20:0, 126.90, 18.48, 2043.70, 83.55, 59.90, 0.87
2023/6/21 (Miércoles) 19:30:0, 127.50, 13.47, 1502.60, 83.82, 60.00, 0.87
2023/6/21 (Miércoles) 19:35:0, 127.40, 13.11, 1459.50, 83.94, 59.90, 0.87
2023/6/21 (Miércoles) 19:40:0, 127.30, 13.72, 1512.10, 84.07, 60.00, 0.87
2023/6/21 (Miércoles) 19:45:0, 126.80, 13.43, 1504.60, 84.21, 59.90, 0.88
2023/6/21 (Miércoles) 19:50:0, 125.10, 13.14, 1479.80, 84.34, 59.90, 0.90
2023/6/21 (Miércoles) 19:55:0, 125.00, 12.84, 1443.30, 84.46, 59.90, 0.90
2023/6/21 (Miércoles) 20:0:0, 124.90, 12.95, 1454.50, 84.60, 60.00, 0.90
2023/6/21 (Miércoles) 20:5:0, 125.30, 11.35, 1298.10, 84.72, 60.00, 0.91
2023/6/21 (Miércoles) 20:10:0, 125.30, 11.61, 1330.40, 84.83, 60.00, 0.91
2023/6/21 (Miércoles) 20:15:0, 124.50, 13.43, 1574.40, 84.97, 60.00, 0.94
2023/6/21 (Miércoles) 20:20:0, 123.80, 13.33, 1556.40, 85.11, 59.90, 0.94
2023/6/21 (Miércoles) 20:25:0, 123.70, 13.25, 1545.60, 85.24, 60.00, 0.94
2023/6/21 (Miércoles) 20:30:0, 123.00, 12.82, 1490.00, 85.38, 59.90, 0.94
2023/6/21 (Miércoles) 20:35:0, 123.60, 12.95, 1510.20, 85.50, 60.00, 0.94
2023/6/21 (Miércoles) 20:40:0, 123.80, 12.45, 1457.20, 85.63, 59.90, 0.95
2023/6/21 (Miércoles) 20:45:0, 124.10, 12.40, 1454.30, 85.76, 60.00, 0.95
2023/6/21 (Miércoles) 20:55:0, 123.90, 12.70, 1487.80, 86.01, 60.00, 0.95
2023/6/21 (Miércoles) 21:0:0, 124.40, 12.23, 1439.90, 86.15, 60.00, 0.95
2023/6/21 (Miércoles) 21:5:0, 124.20, 12.40, 1450.00, 86.27, 59.90, 0.94
2023/6/21 (Miércoles) 21:10:0, 121.60, 12.15, 1393.80, 86.39, 60.00, 0.94
2023/6/21 (Miércoles) 21:15:0, 123.10, 15.72, 1874.30, 86.52, 60.00, 0.97
2023/6/21 (Miércoles) 21:20:0, 123.20, 12.19, 1415.40, 86.64, 60.00, 0.94
2023/6/21 (Miércoles) 21:30:0, 122.40, 16.78, 1989.40, 86.91, 60.00, 0.97
2023/6/21 (Miércoles) 21:35:0, 123.30, 12.88, 1501.20, 87.04, 60.00, 0.95
2023/6/21 (Miércoles) 21:40:0, 123.70, 13.29, 1545.70, 87.17, 60.00, 0.94
2023/6/21 (Miércoles) 21:45:0, 123.40, 13.02, 1514.60, 87.30, 60.00, 0.94
2023/6/21 (Miércoles) 21:50:0, 122.30, 19.26, 2185.00, 87.45, 60.00, 0.93
2023/6/21 (Miércoles) 21:55:0, 123.70, 12.85, 1498.90, 87.60, 60.00, 0.94
2023/6/21 (Miércoles) 22:0:0, 123.30, 15.17, 1808.20, 87.72, 59.90, 0.97
2023/6/21 (Miércoles) 22:5:0, 124.60, 11.15, 1299.40, 87.84, 59.90, 0.94
2023/6/21 (Miércoles) 22:10:0, 125.10, 11.23, 1310.80, 87.95, 60.00, 0.93
2023/6/21 (Miércoles) 22:15:0, 124.10, 15.31, 1836.10, 88.07, 60.00, 0.97
2023/6/21 (Miércoles) 22:20:0, 125.00, 11.35, 1331.60, 88.19, 59.90, 0.94
2023/6/21 (Miércoles) 22:25:0, 124.60, 11.64, 1357.00, 88.31, 60.00, 0.94
2023/6/21 (Miércoles) 22:30:0, 124.80, 11.75, 1379.20, 88.43, 60.00, 0.94
2023/6/21 (Miércoles) 22:35:0, 125.40, 11.58, 1367.70, 88.55, 59.90, 0.94
2023/6/21 (Miércoles) 22:40:0, 125.80, 11.23, 1328.30, 88.66, 59.90, 0.94
2023/6/21 (Miércoles) 22:45:0, 125.50, 11.50, 1361.50, 88.79, 60.00, 0.94
2023/6/21 (Miércoles) 22:50:0, 125.50, 11.52, 1361.60, 88.90, 60.00, 0.94
2023/6/21 (Miércoles) 22:55:0, 125.50, 11.49, 1351.40, 89.01, 60.00, 0.94
2023/6/21 (Miércoles) 23:0:0, 125.90, 10.96, 1292.00, 89.14, 60.00, 0.94
2023/6/21 (Miércoles) 23:5:0, 125.50, 11.22, 1326.10, 89.25, 60.00, 0.94
2023/6/21 (Miércoles) 23:10:0, 125.90, 10.88, 1284.90, 89.36, 60.00, 0.94
2023/6/21 (Miércoles) 23:15:0, 126.00, 10.88, 1285.70, 89.48, 60.00, 0.94
2023/6/21 (Miércoles) 23:20:0, 125.30, 12.85, 1515.70, 89.60, 59.90, 0.94
2023/6/21 (Miércoles) 23:25:0, 125.80, 12.85, 1520.80, 89.72, 59.90, 0.94
2023/6/21 (Miércoles) 23:30:0, 125.70, 12.09, 1439.40, 89.86, 60.00, 0.95
2023/6/21 (Miércoles) 23:35:0, 125.50, 12.50, 1483.20, 89.98, 60.00, 0.95
2023/6/21 (Miércoles) 23:40:0, 126.30, 12.47, 1486.40, 90.11, 59.90, 0.94
2023/6/21 (Miércoles) 23:45:0, 126.50, 12.18, 1456.50, 90.24, 59.90, 0.95
2023/6/21 (Miércoles) 23:50:0, 125.60, 12.78, 1513.20, 90.36, 59.90, 0.94
2023/6/21 (Miércoles) 23:55:0, 126.10, 12.95, 1534.70, 90.49, 60.00, 0.94
2023/6/22 (Jueves) 0:0:0, 126.60, 12.31, 1460.10, 90.63, 59.90, 0.94
2023/6/22 (Jueves) 0:5:0, 126.80, 12.36, 1461.70, 90.75, 59.90, 0.93
2023/6/22 (Jueves) 0:10:0, 126.00, 16.58, 2005.20, 90.87, 60.00, 0.96
2023/6/22 (Jueves) 0:15:0, 127.00, 12.70, 1492.40, 91.01, 60.00, 0.93
2023/6/22 (Jueves) 0:20:0, 126.80, 12.64, 1486.00, 91.13, 59.90, 0.93
2023/6/22 (Jueves) 0:25:0, 126.00, 16.92, 2036.10, 91.26, 60.00, 0.96
2023/6/22 (Jueves) 0:30:0, 127.30, 12.73, 1496.20, 91.40, 60.00, 0.92
2023/6/22 (Jueves) 0:35:0, 127.60, 12.23, 1451.20, 91.52, 60.00, 0.93
2023/6/22 (Jueves) 0:40:0, 124.70, 15.89, 1909.60, 91.65, 59.90, 0.96
2023/6/22 (Jueves) 0:45:0, 125.70, 12.46, 1453.40, 91.78, 59.90, 0.93
2023/6/22 (Jueves) 0:50:0, 125.00, 10.45, 1219.00, 91.90, 59.90, 0.93
2023/6/22 (Jueves) 0:55:0, 125.40, 10.34, 1212.90, 92.00, 60.00, 0.94
2023/6/22 (Jueves) 1:0:0, 125.90, 9.12, 1062.30, 92.09, 60.00, 0.93
2023/6/22 (Jueves) 1:5:0, 125.80, 9.18, 1067.70, 92.18, 59.90, 0.92
2023/6/22 (Jueves) 1:10:0, 126.20, 8.63, 1010.40, 92.28, 60.00, 0.93
2023/6/22 (Jueves) 1:15:0, 126.20, 10.77, 1293.30, 92.36, 60.00, 0.95
2023/6/22 (Jueves) 1:20:0, 126.00, 10.66, 1219.50, 92.46, 60.00, 0.91
2023/6/22 (Jueves) 1:25:0, 125.70, 10.14, 1172.40, 92.57, 60.00, 0.92
2023/6/22 (Jueves) 1:30:0, 126.60, 9.69, 1136.00, 92.67, 60.00, 0.93
2023/6/22 (Jueves) 1:35:0, 126.10, 10.17, 1175.70, 92.76, 60.00, 0.92
2023/6/22 (Jueves) 1:40:0, 126.00, 9.65, 1126.40, 92.88, 60.00, 0.93
2023/6/22 (Jueves) 1:45:0, 126.10, 9.78, 1139.50, 92.97, 59.90, 0.92
2023/6/22 (Jueves) 1:50:0, 126.10, 10.69, 1222.50, 93.07, 59.90, 0.91
2023/6/22 (Jueves) 1:55:0, 126.00, 10.86, 1239.60, 93.19, 59.90, 0.91
2023/6/22 (Jueves) 2:0:0, 126.70, 8.46, 994.50, 93.28, 59.90, 0.93
2023/6/22 (Jueves) 2:5:0, 127.30, 8.86, 1044.00, 93.36, 60.00, 0.93
2023/6/22 (Jueves) 2:10:0, 126.80, 8.90, 1043.60, 93.46, 60.00, 0.92
2023/6/22 (Jueves) 2:20:0, 125.40, 12.87, 1558.10, 93.64, 59.90, 0.97
2023/6/22 (Jueves) 2:25:0, 125.60, 9.30, 1076.10, 93.74, 59.80, 0.92
2023/6/22 (Jueves) 2:30:0, 125.90, 8.42, 985.40, 93.83, 60.00, 0.93
2023/6/22 (Jueves) 2:35:0, 125.40, 12.32, 1494.90, 93.92, 60.00, 0.97
2023/6/22 (Jueves) 2:40:0, 126.10, 8.84, 1033.70, 94.01, 59.90, 0.93
2023/6/22 (Jueves) 2:45:0, 126.20, 8.71, 1020.70, 94.09, 60.00, 0.93
2023/6/22 (Jueves) 2:50:0, 126.30, 8.75, 1025.90, 94.19, 60.00, 0.93
2023/6/22 (Jueves) 2:55:0, 126.20, 8.55, 1007.30, 94.28, 60.00, 0.93
2023/6/22 (Jueves) 3:0:0, 126.50, 8.73, 1025.10, 94.36, 60.00, 0.93
2023/6/22 (Jueves) 3:5:0, 126.10, 8.34, 979.10, 94.46, 59.90, 0.93
2023/6/22 (Jueves) 3:10:0, 125.80, 8.35, 978.60, 94.54, 60.00, 0.93
2023/6/22 (Jueves) 3:15:0, 125.70, 8.76, 1022.00, 94.63, 60.00, 0.93
2023/6/22 (Jueves) 3:20:0, 125.00, 10.18, 1173.30, 94.73, 60.00, 0.92
2023/6/22 (Jueves) 3:25:0, 125.50, 10.46, 1203.00, 94.83, 59.90, 0.92
2023/6/22 (Jueves) 3:30:0, 125.60, 10.55, 1211.10, 94.93, 59.90, 0.91
2023/6/22 (Jueves) 3:35:0, 125.60, 10.45, 1199.20, 95.05, 59.90, 0.91
2023/6/22 (Jueves) 3:40:0, 125.50, 9.94, 1154.00, 95.15, 59.90, 0.92
2023/6/22 (Jueves) 3:45:0, 126.20, 9.99, 1164.30, 95.25, 60.00, 0.92
2023/6/22 (Jueves) 3:50:0, 125.40, 10.70, 1223.00, 95.36, 60.00, 0.91
2023/6/22 (Jueves) 3:55:0, 125.70, 10.11, 1168.70, 95.46, 60.00, 0.92
2023/6/22 (Jueves) 4:0:0, 126.20, 7.97, 925.90, 95.54, 59.90, 0.92
2023/6/22 (Jueves) 4:5:0, 127.20, 8.02, 942.10, 95.64, 60.00, 0.92
2023/6/22 (Jueves) 4:10:0, 126.90, 7.78, 899.00, 95.71, 60.00, 0.91
2023/6/22 (Jueves) 4:15:0, 126.80, 11.60, 1414.70, 95.79, 60.00, 0.96
2023/6/22 (Jueves) 4:20:0, 127.40, 8.43, 997.50, 95.88, 60.00, 0.93
2023/6/22 (Jueves) 4:25:0, 127.00, 8.25, 970.90, 95.96, 59.90, 0.93
2023/6/22 (Jueves) 4:30:0, 127.30, 8.11, 948.50, 96.06, 60.00, 0.92
2023/6/22 (Jueves) 4:40:0, 127.50, 7.95, 936.20, 96.21, 59.90, 0.92
2023/6/22 (Jueves) 4:45:0, 127.60, 7.47, 874.60, 96.30, 59.90, 0.92
2023/6/22 (Jueves) 4:50:0, 127.80, 7.57, 885.50, 96.37, 60.00, 0.92
2023/6/22 (Jueves) 5:0:0, 127.90, 7.82, 925.40, 96.55, 59.90, 0.93
2023/6/22 (Jueves) 5:5:0, 128.40, 7.61, 893.40, 96.62, 60.00, 0.91
2023/6/22 (Jueves) 5:10:0, 127.50, 11.85, 1461.20, 96.70, 59.90, 0.97
2023/6/22 (Jueves) 5:15:0, 127.70, 7.96, 936.90, 96.79, 60.00, 0.92
2023/6/22 (Jueves) 5:20:0, 128.10, 7.73, 903.80, 96.87, 59.90, 0.91
2023/6/22 (Jueves) 5:25:0, 126.80, 13.55, 1659.70, 96.97, 60.00, 0.97
2023/6/22 (Jueves) 5:30:0, 127.60, 9.51, 1124.80, 97.07, 59.90, 0.93
2023/6/22 (Jueves) 5:35:0, 128.10, 8.72, 1044.50, 97.16, 60.00, 0.94
2023/6/22 (Jueves) 5:40:0, 128.40, 8.86, 1062.30, 97.26, 60.00, 0.93
2023/6/22 (Jueves) 5:45:0, 127.80, 9.24, 1097.00, 97.35, 59.90, 0.93
2023/6/22 (Jueves) 5:50:0, 128.00, 8.82, 1052.20, 97.44, 60.00, 0.93
2023/6/22 (Jueves) 5:55:0, 128.10, 9.17, 1093.60, 97.55, 59.90, 0.93
2023/6/22 (Jueves) 6:0:0, 127.80, 8.83, 1042.10, 97.64, 60.00, 0.92
2023/6/22 (Jueves) 6:5:0, 128.30, 8.05, 948.00, 97.72, 60.00, 0.92
2023/6/22 (Jueves) 6:10:0, 128.00, 8.87, 1055.10, 97.82, 59.90, 0.93
2023/6/22 (Jueves) 6:15:0, 127.30, 9.32, 1096.70, 97.91, 60.00, 0.92
2023/6/22 (Jueves) 6:20:0, 126.90, 9.09, 1065.40, 98.00, 59.90, 0.92
2023/6/22 (Jueves) 6:25:0, 127.30, 8.91, 1051.10, 98.11, 60.00, 0.93
2023/6/22 (Jueves) 6:30:0, 126.90, 8.95, 1049.50, 98.19, 59.90, 0.92
2023/6/22 (Jueves) 6:35:0, 127.10, 12.89, 1580.70, 98.29, 60.00, 0.97
2023/6/22 (Jueves) 6:40:0, 127.60, 8.52, 1006.40, 98.38, 59.90, 0.93
2023/6/22 (Jueves) 6:45:0, 127.20, 8.36, 986.50, 98.47, 60.00, 0.93
2023/6/22 (Jueves) 6:50:0, 126.80, 8.81, 1035.80, 98.57, 60.00, 0.93
2023/6/22 (Jueves) 6:55:0, 126.80, 8.74, 1029.10, 98.65, 59.90, 0.93
2023/6/22 (Jueves) 7:0:0, 126.20, 8.70, 1018.50, 98.74, 60.00, 0.93
2023/6/22 (Jueves) 7:5:0, 126.30, 8.80, 1028.00, 98.84, 60.00, 0.93
2023/6/22 (Jueves) 7:10:0, 126.30, 8.79, 1024.90, 98.93, 60.00, 0.92
2023/6/22 (Jueves) 7:15:0, 125.80, 8.37, 976.00, 99.01, 59.90, 0.93
2023/6/22 (Jueves) 7:20:0, 124.40, 10.81, 1272.90, 99.10, 60.00, 0.95
2023/6/22 (Jueves) 7:25:0, 124.70, 10.56, 1198.60, 99.19, 60.00, 0.91
2023/6/22 (Jueves) 7:30:0, 124.90, 10.11, 1161.00, 99.29, 59.90, 0.92
2023/6/22 (Jueves) 7:35:0, 124.70, 9.63, 1112.40, 99.40, 60.00, 0.93
2023/6/22 (Jueves) 7:40:0, 124.90, 10.10, 1156.40, 99.50, 60.00, 0.92
2023/6/22 (Jueves) 7:45:0, 123.90, 13.52, 1613.60, 99.60, 60.00, 0.96
2023/6/22 (Jueves) 7:50:0, 124.30, 9.78, 1122.40, 99.70, 59.90, 0.92
2023/6/22 (Jueves) 7:55:0, 124.50, 10.57, 1195.40, 99.80, 59.90, 0.91
2023/6/22 (Jueves) 8:0:0, 124.00, 12.56, 1502.90, 99.90, 60.00, 0.96
2023/6/22 (Jueves) 8:5:0, 124.10, 10.69, 1243.80, 100.00, 59.90, 0.94
2023/6/22 (Jueves) 8:10:0, 124.40, 10.11, 1118.00, 100.10, 59.90, 0.89
2023/6/22 (Jueves) 8:15:0, 123.90, 13.85, 1618.80, 100.21, 59.90, 0.94
2023/6/22 (Jueves) 8:20:0, 124.80, 9.92, 1110.90, 100.31, 60.00, 0.90
2023/6/22 (Jueves) 8:25:0, 124.90, 10.26, 1143.30, 100.40, 60.00, 0.89
2023/6/22 (Jueves) 8:30:0, 123.70, 10.71, 1175.10, 100.51, 60.00, 0.89
2023/6/22 (Jueves) 8:35:0, 124.50, 10.44, 1162.80, 100.61, 60.00, 0.89
2023/6/22 (Jueves) 8:40:0, 124.20, 12.83, 1429.50, 100.71, 60.00, 0.90
2023/6/22 (Jueves) 8:45:0, 124.10, 14.99, 1671.10, 100.86, 59.90, 0.90
2023/6/22 (Jueves) 8:50:0, 124.00, 14.48, 1623.40, 101.00, 60.00, 0.90
2023/6/22 (Jueves) 8:55:0, 123.80, 14.78, 1649.00, 101.14, 60.00, 0.90
2023/6/22 (Jueves) 9:0:0, 123.60, 14.83, 1640.00, 101.29, 59.90, 0.89
2023/6/22 (Jueves) 9:5:0, 123.60, 14.62, 1636.30, 101.42, 60.00, 0.91
2023/6/22 (Jueves) 9:10:0, 122.90, 17.81, 1939.90, 101.56, 60.00, 0.89
2023/6/22 (Jueves) 9:15:0, 125.40, 15.64, 1766.60, 101.72, 60.00, 0.90
2023/6/22 (Jueves) 9:20:0, 124.50, 20.56, 2413.50, 101.90, 59.80, 0.94
2023/6/22 (Jueves) 9:25:0, 123.40, 27.85, 3194.60, 102.10, 60.00, 0.93
2023/6/22 (Jueves) 9:30:0, 123.30, 25.66, 3000.50, 102.35, 59.90, 0.95
2023/6/22 (Jueves) 9:35:0, 123.50, 25.30, 2957.00, 102.60, 60.00, 0.95
2023/6/22 (Jueves) 9:40:0, 123.20, 25.21, 2956.00, 102.85, 60.00, 0.95
2023/6/22 (Jueves) 9:45:0, 122.70, 26.84, 3143.40, 103.11, 60.00, 0.95
2023/6/22 (Jueves) 9:50:0, 122.80, 24.16, 2738.70, 103.36, 60.00, 0.92
2023/6/22 (Jueves) 9:55:0, 122.20, 28.09, 3247.60, 103.61, 60.00, 0.95
2023/6/22 (Jueves) 10:0:0, 122.60, 29.25, 3388.30, 103.86, 59.90, 0.94
2023/6/22 (Jueves) 10:5:0, 123.10, 36.19, 4177.70, 104.17, 60.00, 0.94
2023/6/22 (Jueves) 10:10:0, 121.50, 44.46, 5207.60, 104.53, 60.00, 0.96
2023/6/22 (Jueves) 10:15:0, 124.10, 30.12, 3487.00, 104.82, 59.90, 0.93
2023/6/22 (Jueves) 10:20:0, 122.80, 35.19, 4048.40, 105.15, 60.00, 0.94
2023/6/22 (Jueves) 10:25:0, 122.30, 34.16, 3883.40, 105.47, 60.00, 0.93
2023/6/22 (Jueves) 10:30:0, 122.70, 28.27, 3211.50, 105.75, 60.00, 0.93
2023/6/22 (Jueves) 10:35:0, 122.80, 26.15, 2928.20, 106.00, 60.00, 0.91
2023/6/22 (Jueves) 10:40:0, 125.10, 27.96, 3242.00, 106.27, 60.00, 0.93
2023/6/22 (Jueves) 10:45:0, 124.30, 27.78, 3210.30, 106.56, 59.90, 0.93
2023/6/22 (Jueves) 10:50:0, 124.80, 32.23, 3774.00, 106.85, 59.90, 0.94
