Fecha, Voltaje, Corriente, Potencia, Energía, Frecuencia, Factor de Potencia 
2023/9/6 (Miércoles) 6:0:0, 127.40, 13.89, 1684.80, 4505.95, 60.00, 0.95
2023/9/6 (Miércoles) 6:5:0, 127.00, 14.09, 1612.70, 4506.08, 59.90, 0.90
2023/9/6 (Miércoles) 6:10:0, 126.90, 12.45, 1457.30, 4506.21, 60.00, 0.92
2023/9/6 (Miércoles) 6:15:0, 127.10, 13.93, 1608.80, 4506.35, 60.00, 0.91
2023/9/6 (Miércoles) 6:20:0, 127.00, 14.13, 1626.20, 4506.48, 60.00, 0.91
2023/9/6 (Miércoles) 6:25:0, 126.80, 11.96, 1417.70, 4506.61, 59.90, 0.93
2023/9/6 (Miércoles) 6:30:0, 127.40, 12.40, 1477.00, 4506.73, 60.00, 0.94
2023/9/6 (Miércoles) 6:35:0, 127.10, 11.85, 1410.70, 4506.86, 59.90, 0.94
2023/9/6 (Miércoles) 6:40:0, 127.10, 11.21, 1328.30, 4506.97, 59.90, 0.93
2023/9/6 (Miércoles) 6:45:0, 127.00, 12.71, 1507.30, 4507.08, 60.00, 0.93
2023/9/6 (Miércoles) 6:50:0, 127.20, 13.20, 1560.40, 4507.21, 60.00, 0.93
2023/9/6 (Miércoles) 6:55:0, 127.00, 12.03, 1422.70, 4507.33, 60.00, 0.93
2023/9/6 (Miércoles) 7:0:0, 126.10, 13.80, 1577.90, 4507.46, 59.90, 0.91
2023/9/6 (Miércoles) 7:5:0, 125.60, 15.98, 1868.70, 4507.60, 60.00, 0.93
2023/9/6 (Miércoles) 7:10:0, 125.80, 14.24, 1617.80, 4507.74, 59.90, 0.90
2023/9/6 (Miércoles) 7:15:0, 126.10, 11.83, 1393.80, 4507.87, 60.00, 0.93
2023/9/6 (Miércoles) 7:20:0, 126.00, 12.11, 1426.20, 4507.99, 59.90, 0.93
2023/9/6 (Miércoles) 7:30:0, 125.70, 12.25, 1436.80, 4508.22, 60.00, 0.93
2023/9/6 (Miércoles) 7:35:0, 125.50, 11.99, 1408.20, 4508.34, 60.00, 0.94
2023/9/6 (Miércoles) 7:40:0, 125.20, 12.22, 1428.50, 4508.47, 60.00, 0.93
2023/9/6 (Miércoles) 7:45:0, 125.20, 11.16, 1302.60, 4508.58, 60.00, 0.93
2023/9/6 (Miércoles) 7:50:0, 124.80, 13.48, 1536.30, 4508.70, 59.90, 0.91
2023/9/6 (Miércoles) 7:55:0, 125.20, 12.50, 1444.10, 4508.82, 60.00, 0.92
2023/9/6 (Miércoles) 8:0:0, 126.30, 9.71, 1023.70, 4508.91, 60.00, 0.83
2023/9/6 (Miércoles) 8:5:0, 125.80, 13.23, 1438.10, 4509.02, 60.00, 0.86
2023/9/6 (Miércoles) 8:10:0, 125.90, 10.85, 1198.70, 4509.13, 60.00, 0.88
2023/9/6 (Miércoles) 8:15:0, 126.10, 11.11, 1233.30, 4509.23, 60.00, 0.88
2023/9/6 (Miércoles) 8:20:0, 126.30, 10.95, 1215.20, 4509.34, 60.00, 0.88
2023/9/6 (Miércoles) 8:25:0, 126.00, 13.58, 1495.00, 4509.45, 59.90, 0.87
2023/9/6 (Miércoles) 8:35:0, 125.90, 12.78, 1415.90, 4509.69, 60.00, 0.88
2023/9/6 (Miércoles) 8:40:0, 125.00, 14.73, 1567.90, 4509.81, 60.00, 0.85
2023/9/6 (Miércoles) 8:45:0, 125.80, 14.95, 1584.40, 4509.94, 59.90, 0.84
2023/9/6 (Miércoles) 8:50:0, 125.70, 14.02, 1493.90, 4510.08, 59.90, 0.85
2023/9/6 (Miércoles) 8:55:0, 125.00, 14.15, 1501.50, 4510.21, 60.00, 0.85
2023/9/6 (Miércoles) 9:0:0, 125.40, 12.16, 1337.50, 4510.32, 60.00, 0.88
2023/9/6 (Miércoles) 9:5:0, 125.00, 11.91, 1302.50, 4510.44, 60.00, 0.87
2023/9/6 (Miércoles) 9:10:0, 124.80, 11.97, 1304.40, 4510.55, 60.00, 0.87
2023/9/6 (Miércoles) 9:15:0, 124.10, 13.80, 1511.00, 4510.67, 60.00, 0.88
2023/9/6 (Miércoles) 9:20:0, 124.20, 13.52, 1475.70, 4510.81, 60.00, 0.88
2023/9/6 (Miércoles) 9:25:0, 123.40, 15.50, 1706.30, 4510.95, 60.00, 0.89
2023/9/6 (Miércoles) 9:30:0, 123.30, 17.25, 1892.20, 4511.10, 59.90, 0.89
2023/9/6 (Miércoles) 9:35:0, 123.50, 17.54, 1890.70, 4511.26, 60.00, 0.87
2023/9/6 (Miércoles) 9:40:0, 122.90, 18.24, 1960.50, 4511.45, 59.90, 0.87
2023/9/6 (Miércoles) 9:45:0, 122.40, 20.33, 2141.50, 4511.62, 60.00, 0.86
2023/9/6 (Miércoles) 9:50:0, 122.20, 19.39, 2200.60, 4511.80, 59.90, 0.93
2023/9/6 (Miércoles) 9:55:0, 124.50, 20.77, 2263.00, 4511.98, 60.00, 0.88
2023/9/6 (Miércoles) 10:0:0, 122.80, 32.66, 3744.90, 4512.23, 59.90, 0.93
2023/9/6 (Miércoles) 10:5:0, 122.40, 36.51, 4210.90, 4512.53, 60.00, 0.94
2023/9/6 (Miércoles) 10:10:0, 122.00, 43.63, 5101.50, 4512.92, 59.90, 0.96
2023/9/6 (Miércoles) 10:15:0, 121.60, 40.74, 4683.30, 4513.34, 59.90, 0.95
2023/9/6 (Miércoles) 10:20:0, 120.90, 40.61, 4641.40, 4513.73, 59.90, 0.95
2023/9/6 (Miércoles) 10:25:0, 121.20, 42.52, 4896.70, 4514.13, 60.00, 0.95
2023/9/6 (Miércoles) 10:30:0, 121.10, 41.38, 4715.70, 4514.54, 59.90, 0.94
2023/9/6 (Miércoles) 10:35:0, 120.80, 42.51, 4859.10, 4514.92, 60.00, 0.95
2023/9/6 (Miércoles) 10:40:0, 121.30, 41.50, 4768.30, 4515.33, 60.00, 0.95
2023/9/6 (Miércoles) 10:45:0, 123.30, 40.77, 4784.00, 4515.73, 60.00, 0.95
2023/9/6 (Miércoles) 10:50:0, 123.80, 40.75, 4776.10, 4516.13, 59.90, 0.95
2023/9/6 (Miércoles) 10:55:0, 123.40, 41.45, 4849.00, 4516.52, 60.00, 0.95
2023/9/6 (Miércoles) 11:0:0, 122.70, 42.68, 4973.70, 4516.92, 60.00, 0.95
2023/9/6 (Miércoles) 11:5:0, 121.60, 42.83, 4944.30, 4517.32, 59.90, 0.95
2023/9/6 (Miércoles) 11:10:0, 122.70, 39.37, 4555.20, 4517.77, 60.00, 0.94
2023/9/6 (Miércoles) 11:15:0, 122.20, 39.31, 4517.90, 4518.16, 59.90, 0.94
2023/9/6 (Miércoles) 11:20:0, 122.60, 39.30, 4533.40, 4518.53, 60.00, 0.94
2023/9/6 (Miércoles) 11:25:0, 122.00, 38.34, 4421.80, 4518.91, 60.00, 0.95
2023/9/6 (Miércoles) 11:30:0, 123.50, 37.66, 4394.50, 4519.29, 59.90, 0.94
2023/9/6 (Miércoles) 11:35:0, 123.50, 37.12, 4279.30, 4519.66, 60.00, 0.93
2023/9/6 (Miércoles) 11:40:0, 123.70, 37.88, 4410.90, 4520.03, 60.00, 0.94
2023/9/6 (Miércoles) 11:45:0, 124.20, 37.98, 4407.40, 4520.41, 60.00, 0.93
2023/9/6 (Miércoles) 11:50:0, 122.90, 43.27, 5084.30, 4520.81, 60.00, 0.96
2023/9/6 (Miércoles) 11:55:0, 124.10, 38.42, 4502.10, 4521.19, 59.90, 0.94
2023/9/6 (Miércoles) 12:0:0, 124.20, 37.72, 4484.50, 4521.56, 60.00, 0.96
2023/9/6 (Miércoles) 12:5:0, 123.70, 38.62, 4515.20, 4521.94, 60.00, 0.95
2023/9/6 (Miércoles) 12:10:0, 123.10, 40.34, 4701.10, 4522.32, 60.00, 0.95
2023/9/6 (Miércoles) 12:15:0, 122.00, 46.85, 5390.90, 4522.72, 59.90, 0.94
2023/9/6 (Miércoles) 12:20:0, 123.50, 40.96, 4688.40, 4523.13, 59.90, 0.93
2023/9/6 (Miércoles) 12:25:0, 122.80, 43.24, 4916.70, 4523.53, 60.00, 0.93
2023/9/6 (Miércoles) 12:30:0, 123.00, 38.26, 4360.90, 4523.91, 60.00, 0.93
2023/9/6 (Miércoles) 12:35:0, 122.80, 43.27, 4990.50, 4524.33, 60.00, 0.94
2023/9/6 (Miércoles) 12:40:0, 122.70, 39.84, 4538.40, 4524.71, 59.90, 0.93
2023/9/6 (Miércoles) 12:45:0, 122.50, 38.06, 4348.60, 4525.08, 60.00, 0.93
2023/9/6 (Miércoles) 12:50:0, 123.10, 38.46, 4373.60, 4525.45, 60.00, 0.92
2023/9/6 (Miércoles) 12:55:0, 122.80, 40.69, 4682.50, 4525.83, 59.90, 0.94
2023/9/6 (Miércoles) 13:0:0, 122.20, 41.72, 4798.30, 4526.22, 59.90, 0.94
2023/9/6 (Miércoles) 13:5:0, 121.90, 43.17, 4958.30, 4526.65, 60.00, 0.94
2023/9/6 (Miércoles) 13:10:0, 120.90, 45.57, 5181.60, 4527.08, 60.00, 0.94
2023/9/6 (Miércoles) 13:15:0, 121.80, 49.89, 5794.90, 4527.58, 60.00, 0.95
2023/9/6 (Miércoles) 13:20:0, 123.40, 44.28, 5145.40, 4528.03, 60.00, 0.94
2023/9/6 (Miércoles) 13:25:0, 123.30, 43.78, 5019.80, 4528.46, 59.90, 0.93
2023/9/6 (Miércoles) 13:30:0, 122.30, 50.97, 5956.90, 4528.93, 60.00, 0.96
2023/9/6 (Miércoles) 13:35:0, 123.60, 41.93, 4872.00, 4529.40, 59.90, 0.94
2023/9/6 (Miércoles) 13:40:0, 123.10, 44.00, 5104.10, 4529.82, 59.90, 0.94
2023/9/6 (Miércoles) 13:45:0, 123.10, 42.42, 4897.50, 4530.25, 60.00, 0.94
2023/9/6 (Miércoles) 13:50:0, 123.30, 44.89, 5216.50, 4530.67, 60.00, 0.94
2023/9/6 (Miércoles) 13:55:0, 123.40, 45.04, 5232.10, 4531.12, 60.00, 0.94
2023/9/6 (Miércoles) 14:0:0, 122.80, 47.92, 5563.70, 4531.57, 59.90, 0.95
2023/9/6 (Miércoles) 14:5:0, 123.10, 51.70, 6020.80, 4532.04, 59.90, 0.95
2023/9/6 (Miércoles) 14:10:0, 123.70, 45.14, 5241.80, 4532.50, 59.90, 0.94
2023/9/6 (Miércoles) 14:15:0, 122.50, 44.38, 5078.90, 4532.93, 59.90, 0.93
2023/9/6 (Miércoles) 14:20:0, 122.50, 45.20, 5093.40, 4533.35, 59.90, 0.92
2023/9/6 (Miércoles) 14:25:0, 122.60, 44.08, 5051.60, 4533.78, 60.00, 0.93
2023/9/6 (Miércoles) 14:30:0, 121.60, 47.12, 5415.20, 4534.21, 59.90, 0.95
2023/9/6 (Miércoles) 14:35:0, 122.40, 42.75, 4894.30, 4534.64, 60.00, 0.94
2023/9/6 (Miércoles) 14:40:0, 122.70, 43.87, 5000.30, 4535.07, 60.00, 0.93
2023/9/6 (Miércoles) 14:45:0, 122.10, 44.84, 5167.10, 4535.48, 60.00, 0.94
2023/9/6 (Miércoles) 14:50:0, 121.70, 47.17, 5423.60, 4535.92, 59.90, 0.94
2023/9/6 (Miércoles) 14:55:0, 122.00, 44.53, 5141.90, 4536.36, 60.00, 0.95
2023/9/6 (Miércoles) 15:0:0, 121.80, 47.54, 5446.00, 4536.81, 60.00, 0.94
2023/9/6 (Miércoles) 15:5:0, 122.10, 45.52, 5300.00, 4537.24, 60.00, 0.95
2023/9/6 (Miércoles) 15:10:0, 122.70, 40.41, 4653.60, 4537.63, 60.00, 0.94
2023/9/6 (Miércoles) 15:15:0, 123.10, 40.37, 4679.20, 4538.00, 60.00, 0.94
2023/9/6 (Miércoles) 15:20:0, 123.00, 40.37, 4673.90, 4538.38, 60.00, 0.94
2023/9/6 (Miércoles) 15:25:0, 123.20, 37.41, 4324.60, 4538.75, 59.90, 0.94
2023/9/6 (Miércoles) 15:30:0, 123.50, 36.57, 4214.50, 4539.12, 59.90, 0.93
2023/9/6 (Miércoles) 15:35:0, 122.50, 38.20, 4429.20, 4539.47, 60.00, 0.95
2023/9/6 (Miércoles) 15:40:0, 121.80, 40.76, 4727.90, 4539.83, 60.00, 0.95
2023/9/6 (Miércoles) 15:45:0, 123.00, 38.28, 4405.70, 4540.21, 60.00, 0.94
2023/9/6 (Miércoles) 15:50:0, 122.90, 36.60, 4216.80, 4540.58, 60.00, 0.94
2023/9/6 (Miércoles) 15:55:0, 122.50, 37.72, 4325.50, 4540.94, 59.90, 0.94
2023/9/6 (Miércoles) 16:0:0, 123.40, 35.29, 4077.00, 4541.29, 59.90, 0.94
2023/9/6 (Miércoles) 16:5:0, 121.30, 43.26, 4992.50, 4541.67, 59.90, 0.95
2023/9/6 (Miércoles) 16:10:0, 122.90, 37.31, 4287.00, 4542.05, 60.00, 0.93
2023/9/6 (Miércoles) 16:15:0, 122.20, 38.57, 4391.60, 4542.43, 60.00, 0.93
2023/9/6 (Miércoles) 16:20:0, 121.90, 39.70, 4528.10, 4542.81, 60.00, 0.94
2023/9/6 (Miércoles) 16:25:0, 122.20, 40.73, 4639.30, 4543.19, 60.00, 0.93
2023/9/6 (Miércoles) 16:30:0, 121.70, 41.55, 4723.60, 4543.58, 60.00, 0.93
2023/9/6 (Miércoles) 16:35:0, 121.60, 44.52, 5097.00, 4543.98, 60.00, 0.94
2023/9/6 (Miércoles) 16:40:0, 121.90, 42.54, 4877.10, 4544.39, 60.00, 0.94
2023/9/6 (Miércoles) 16:45:0, 122.00, 42.19, 4816.50, 4544.80, 59.90, 0.94
2023/9/6 (Miércoles) 16:50:0, 122.00, 38.04, 4265.50, 4545.19, 60.00, 0.92
2023/9/6 (Miércoles) 16:55:0, 121.40, 39.48, 4388.70, 4545.55, 60.00, 0.92
2023/9/6 (Miércoles) 17:0:0, 121.50, 38.56, 4285.80, 4545.90, 60.00, 0.91
2023/9/6 (Miércoles) 17:5:0, 121.40, 38.02, 4271.20, 4546.25, 59.90, 0.93
2023/9/6 (Miércoles) 17:10:0, 121.40, 40.35, 4519.80, 4546.61, 60.00, 0.92
2023/9/6 (Miércoles) 17:15:0, 121.50, 40.18, 4548.10, 4546.98, 60.00, 0.93
2023/9/6 (Miércoles) 17:20:0, 121.90, 37.54, 4220.60, 4547.32, 59.90, 0.92
2023/9/6 (Miércoles) 17:25:0, 121.50, 40.04, 4435.10, 4547.69, 59.90, 0.91
2023/9/6 (Miércoles) 17:30:0, 121.70, 38.77, 4321.60, 4548.05, 60.00, 0.92
2023/9/6 (Miércoles) 17:35:0, 122.00, 39.54, 4412.40, 4548.41, 60.00, 0.91
2023/9/6 (Miércoles) 17:40:0, 121.80, 38.33, 4287.10, 4548.77, 59.90, 0.92
2023/9/6 (Miércoles) 17:45:0, 122.40, 37.35, 4217.50, 4549.12, 60.00, 0.92
2023/9/6 (Miércoles) 17:50:0, 122.30, 38.92, 4389.10, 4549.48, 60.00, 0.92
2023/9/6 (Miércoles) 17:55:0, 121.50, 38.56, 4331.20, 4549.84, 59.90, 0.92
2023/9/6 (Miércoles) 20:55:0, 123.40, 29.18, 3178.50, 4550.39, 59.90, 0.88
2023/9/6 (Miércoles) 21:0:0, 122.80, 33.01, 3678.00, 4550.68, 60.00, 0.91
2023/9/6 (Miércoles) 21:5:0, 120.80, 44.16, 5233.60, 4551.13, 60.00, 0.98
2023/9/6 (Miércoles) 21:10:0, 120.40, 43.33, 5097.10, 4551.57, 60.00, 0.98
2023/9/6 (Miércoles) 21:15:0, 120.50, 43.07, 5072.00, 4552.01, 59.90, 0.98
2023/9/6 (Miércoles) 21:20:0, 123.00, 26.66, 3033.80, 4552.35, 59.90, 0.93
2023/9/6 (Miércoles) 21:30:0, 123.40, 26.33, 3001.60, 4552.87, 60.00, 0.92
2023/9/6 (Miércoles) 21:35:0, 124.00, 23.45, 2661.10, 4553.10, 59.90, 0.92
2023/9/6 (Miércoles) 21:40:0, 124.40, 17.96, 2114.20, 4553.31, 60.00, 0.95
2023/9/6 (Miércoles) 21:45:0, 124.90, 15.43, 1805.50, 4553.46, 60.00, 0.94
2023/9/6 (Miércoles) 21:50:0, 123.00, 31.36, 3825.50, 4553.64, 60.00, 0.99
2023/9/6 (Miércoles) 21:55:0, 123.00, 32.15, 3901.90, 4553.96, 59.90, 0.99
2023/9/6 (Miércoles) 22:5:0, 125.20, 15.37, 1797.80, 4554.29, 60.00, 0.93
2023/9/6 (Miércoles) 22:10:0, 125.20, 15.87, 1809.50, 4554.43, 60.00, 0.91
2023/9/6 (Miércoles) 22:15:0, 125.80, 15.11, 1726.40, 4554.58, 60.00, 0.91
2023/9/6 (Miércoles) 22:20:0, 125.50, 17.53, 1970.60, 4554.74, 60.00, 0.90
2023/9/6 (Miércoles) 22:25:0, 125.90, 16.24, 1761.80, 4554.89, 60.00, 0.86
2023/9/6 (Miércoles) 22:30:0, 125.80, 15.48, 1760.60, 4555.05, 60.00, 0.90
2023/9/6 (Miércoles) 22:35:0, 125.80, 15.00, 1762.00, 4555.20, 59.90, 0.93
2023/9/6 (Miércoles) 22:40:0, 126.20, 15.50, 1812.80, 4555.33, 60.00, 0.93
2023/9/6 (Miércoles) 22:45:0, 126.60, 14.37, 1685.20, 4555.47, 60.00, 0.93
2023/9/6 (Miércoles) 22:50:0, 126.30, 14.85, 1747.20, 4555.61, 59.90, 0.93
2023/9/6 (Miércoles) 22:55:0, 126.90, 13.36, 1554.60, 4555.75, 60.00, 0.92
2023/9/6 (Miércoles) 23:0:0, 126.60, 16.26, 1951.50, 4555.90, 60.00, 0.95
2023/9/6 (Miércoles) 23:5:0, 126.90, 14.37, 1674.60, 4556.05, 60.00, 0.92
2023/9/6 (Miércoles) 23:10:0, 126.60, 16.51, 1854.30, 4556.22, 59.90, 0.89
2023/9/6 (Miércoles) 23:15:0, 126.30, 18.59, 2072.00, 4556.38, 60.00, 0.88
2023/9/6 (Miércoles) 23:20:0, 126.40, 16.84, 1904.10, 4556.55, 59.90, 0.89
2023/9/6 (Miércoles) 23:25:0, 126.60, 17.46, 1963.20, 4556.71, 60.00, 0.89
2023/9/6 (Miércoles) 23:30:0, 127.70, 12.86, 1545.00, 4556.85, 60.00, 0.94
2023/9/6 (Miércoles) 23:35:0, 123.00, 15.15, 1738.40, 4556.99, 60.00, 0.93
2023/9/6 (Miércoles) 23:40:0, 122.80, 12.78, 1484.50, 4557.13, 59.90, 0.95
2023/9/6 (Miércoles) 23:45:0, 123.10, 15.52, 1781.70, 4557.26, 59.90, 0.93
2023/9/6 (Miércoles) 23:50:0, 123.80, 12.81, 1498.40, 4557.40, 59.90, 0.94
2023/9/6 (Miércoles) 23:55:0, 123.60, 14.91, 1718.70, 4557.53, 60.00, 0.93
2023/9/7 (Jueves) 0:0:0, 123.20, 15.41, 1723.90, 4557.67, 60.00, 0.91
2023/9/7 (Jueves) 0:5:0, 123.00, 12.07, 1214.60, 4557.80, 60.00, 0.82
2023/9/7 (Jueves) 0:10:0, 123.50, 10.34, 1072.40, 4557.90, 60.00, 0.84
2023/9/7 (Jueves) 0:15:0, 123.60, 12.50, 1290.90, 4558.00, 60.00, 0.84
2023/9/7 (Jueves) 0:20:0, 123.80, 11.25, 1219.40, 4558.10, 60.00, 0.88
2023/9/7 (Jueves) 0:25:0, 124.10, 10.17, 1082.20, 4558.20, 60.00, 0.86
2023/9/7 (Jueves) 0:30:0, 124.60, 9.48, 1078.90, 4558.29, 60.00, 0.91
2023/9/7 (Jueves) 0:35:0, 124.90, 8.23, 898.20, 4558.38, 60.00, 0.87
2023/9/7 (Jueves) 0:40:0, 124.30, 10.29, 1121.40, 4558.47, 59.90, 0.88
2023/9/7 (Jueves) 0:45:0, 124.90, 8.41, 905.60, 4558.55, 60.00, 0.86
2023/9/7 (Jueves) 0:50:0, 125.20, 8.19, 879.20, 4558.64, 60.00, 0.86
2023/9/7 (Jueves) 0:55:0, 124.40, 14.41, 1445.80, 4558.73, 60.00, 0.81
2023/9/7 (Jueves) 1:0:0, 124.50, 14.18, 1409.80, 4558.84, 60.00, 0.80
2023/9/7 (Jueves) 1:5:0, 124.60, 13.01, 1347.10, 4558.95, 59.90, 0.83
2023/9/7 (Jueves) 1:10:0, 121.90, 14.40, 1470.00, 4559.07, 60.00, 0.84
2023/9/7 (Jueves) 1:15:0, 122.00, 12.80, 1364.70, 4559.18, 60.00, 0.87
2023/9/7 (Jueves) 1:20:0, 122.50, 8.72, 954.70, 4559.28, 59.80, 0.89
2023/9/7 (Jueves) 1:25:0, 122.50, 10.83, 1166.30, 4559.37, 60.00, 0.88
2023/9/7 (Jueves) 1:30:0, 122.40, 9.65, 990.90, 4559.46, 60.00, 0.84
2023/9/7 (Jueves) 1:35:0, 122.40, 10.97, 1192.00, 4559.55, 59.90, 0.89
2023/9/7 (Jueves) 1:40:0, 122.90, 12.95, 1448.70, 4559.65, 60.00, 0.91
2023/9/7 (Jueves) 1:45:0, 122.60, 10.78, 1173.00, 4559.74, 60.00, 0.89
2023/9/7 (Jueves) 1:50:0, 122.40, 11.18, 1176.00, 4559.84, 60.00, 0.86
2023/9/7 (Jueves) 1:55:0, 123.20, 10.79, 1134.00, 4559.94, 60.00, 0.85
2023/9/7 (Jueves) 2:0:0, 123.20, 10.35, 1169.80, 4560.04, 60.00, 0.92
2023/9/7 (Jueves) 2:5:0, 123.20, 9.14, 981.70, 4560.13, 60.00, 0.87
2023/9/7 (Jueves) 2:10:0, 125.70, 7.52, 838.10, 4560.22, 60.00, 0.89
2023/9/7 (Jueves) 2:15:0, 125.20, 9.95, 1111.60, 4560.30, 60.00, 0.89
2023/9/7 (Jueves) 2:25:0, 126.30, 9.49, 1062.30, 4560.46, 60.00, 0.89
2023/9/7 (Jueves) 2:30:0, 126.30, 7.55, 842.50, 4560.54, 60.00, 0.88
2023/9/7 (Jueves) 2:35:0, 125.70, 8.98, 1017.30, 4560.63, 59.90, 0.90
2023/9/7 (Jueves) 2:40:0, 125.50, 11.77, 1216.30, 4560.72, 59.90, 0.82
2023/9/7 (Jueves) 2:45:0, 125.40, 14.68, 1619.40, 4560.83, 59.90, 0.88
2023/9/7 (Jueves) 2:50:0, 126.10, 10.72, 1128.30, 4560.94, 60.00, 0.84
2023/9/7 (Jueves) 2:55:0, 125.90, 14.10, 1447.20, 4561.05, 60.00, 0.82
2023/9/7 (Jueves) 3:0:0, 125.60, 9.98, 1098.40, 4561.16, 59.80, 0.88
2023/9/7 (Jueves) 3:5:0, 126.10, 10.47, 1144.50, 4561.26, 60.00, 0.87
2023/9/7 (Jueves) 3:10:0, 126.10, 10.31, 1144.80, 4561.36, 59.90, 0.88
2023/9/7 (Jueves) 3:15:0, 126.40, 9.90, 1091.80, 4561.46, 60.00, 0.87
2023/9/7 (Jueves) 3:20:0, 125.90, 10.61, 1179.60, 4561.57, 59.90, 0.88
2023/9/7 (Jueves) 3:25:0, 126.20, 8.50, 949.90, 4561.66, 59.90, 0.89
2023/9/7 (Jueves) 3:30:0, 125.90, 9.37, 1050.30, 4561.75, 60.00, 0.89
2023/9/7 (Jueves) 3:35:0, 126.00, 10.85, 1156.80, 4561.84, 60.00, 0.85
2023/9/7 (Jueves) 3:40:0, 126.20, 10.70, 1129.40, 4561.94, 60.00, 0.84
2023/9/7 (Jueves) 3:45:0, 126.30, 9.18, 1001.20, 4562.05, 60.00, 0.86
2023/9/7 (Jueves) 3:50:0, 126.20, 9.10, 987.20, 4562.14, 59.90, 0.86
2023/9/7 (Jueves) 3:55:0, 127.10, 8.56, 1029.20, 4562.23, 59.90, 0.95
2023/9/7 (Jueves) 4:0:0, 126.70, 9.06, 1002.80, 4562.31, 59.90, 0.87
2023/9/7 (Jueves) 4:5:0, 126.60, 7.33, 815.10, 4562.39, 60.00, 0.88
2023/9/7 (Jueves) 4:10:0, 126.60, 7.68, 861.90, 4562.47, 60.00, 0.89
2023/9/7 (Jueves) 4:15:0, 126.60, 9.38, 1050.50, 4562.54, 60.00, 0.88
2023/9/7 (Jueves) 4:20:0, 127.10, 7.33, 822.50, 4562.62, 60.00, 0.88
2023/9/7 (Jueves) 4:25:0, 126.70, 10.61, 1177.20, 4562.71, 59.90, 0.88
2023/9/7 (Jueves) 4:30:0, 125.60, 14.62, 1611.20, 4562.81, 59.90, 0.88
2023/9/7 (Jueves) 4:35:0, 126.70, 11.29, 1179.30, 4562.92, 60.00, 0.82
2023/9/7 (Jueves) 4:40:0, 126.50, 10.72, 1129.40, 4563.02, 60.00, 0.83
2023/9/7 (Jueves) 4:45:0, 126.80, 10.73, 1129.50, 4563.13, 60.00, 0.83
2023/9/7 (Jueves) 4:50:0, 127.00, 8.51, 954.80, 4563.22, 59.90, 0.88
2023/9/7 (Jueves) 4:55:0, 126.70, 10.02, 1109.70, 4563.31, 60.00, 0.87
2023/9/7 (Jueves) 5:0:0, 126.00, 13.13, 1417.00, 4563.41, 60.00, 0.86
2023/9/7 (Jueves) 5:5:0, 126.30, 11.82, 1363.70, 4563.51, 60.00, 0.91
2023/9/7 (Jueves) 5:10:0, 126.80, 9.89, 1093.60, 4563.61, 60.00, 0.87
2023/9/7 (Jueves) 5:15:0, 126.50, 11.73, 1277.80, 4563.71, 60.00, 0.86
2023/9/7 (Jueves) 5:20:0, 126.90, 8.50, 953.50, 4563.79, 60.00, 0.88
2023/9/7 (Jueves) 5:25:0, 126.50, 11.30, 1182.50, 4563.89, 60.00, 0.83
2023/9/7 (Jueves) 5:30:0, 126.60, 10.67, 1124.40, 4563.98, 60.00, 0.83
2023/9/7 (Jueves) 5:35:0, 126.90, 9.13, 995.30, 4564.07, 59.90, 0.86
2023/9/7 (Jueves) 5:40:0, 126.30, 9.68, 1137.80, 4564.15, 60.00, 0.93
2023/9/7 (Jueves) 5:45:0, 126.90, 7.30, 815.50, 4564.23, 60.00, 0.88
2023/9/7 (Jueves) 5:50:0, 127.00, 7.31, 817.60, 4564.29, 59.90, 0.88
2023/9/7 (Jueves) 6:0:0, 127.10, 7.32, 820.80, 4564.43, 60.00, 0.88
2023/9/7 (Jueves) 6:5:0, 126.70, 7.81, 881.90, 4564.50, 59.90, 0.89
2023/9/7 (Jueves) 6:10:0, 127.20, 7.98, 863.10, 4564.58, 59.90, 0.85
2023/9/7 (Jueves) 6:15:0, 126.30, 12.10, 1313.00, 4564.66, 60.00, 0.86
2023/9/7 (Jueves) 6:20:0, 126.50, 10.83, 1075.20, 4564.75, 59.90, 0.78
2023/9/7 (Jueves) 6:30:0, 126.40, 10.28, 1029.50, 4564.92, 59.90, 0.79
2023/9/7 (Jueves) 6:35:0, 126.70, 7.90, 845.90, 4565.00, 60.00, 0.85
2023/9/7 (Jueves) 6:40:0, 126.90, 7.93, 852.50, 4565.07, 60.00, 0.85
2023/9/7 (Jueves) 6:45:0, 126.50, 8.41, 898.20, 4565.15, 60.00, 0.84
2023/9/7 (Jueves) 6:50:0, 126.80, 7.98, 860.30, 4565.23, 60.00, 0.85
2023/9/7 (Jueves) 7:0:0, 125.90, 9.97, 1039.00, 4565.39, 60.00, 0.83
2023/9/7 (Jueves) 7:5:0, 126.00, 9.47, 1000.60, 4565.48, 60.00, 0.84
2023/9/7 (Jueves) 7:10:0, 125.20, 11.84, 1153.20, 4565.57, 59.90, 0.78
2023/9/7 (Jueves) 7:15:0, 125.30, 11.88, 1165.10, 4565.67, 60.00, 0.78
2023/9/7 (Jueves) 7:20:0, 125.40, 10.35, 1145.30, 4565.75, 60.00, 0.88
2023/9/7 (Jueves) 7:30:0, 125.70, 6.70, 712.70, 4565.89, 59.90, 0.85
2023/9/7 (Jueves) 7:35:0, 125.30, 6.71, 710.70, 4565.95, 59.90, 0.85
2023/9/7 (Jueves) 7:40:0, 124.70, 9.57, 994.70, 4566.02, 59.90, 0.83
